ParticipantID,Age,Location,DietType,LocalFoodFrequency,TransportationMode,EnergySource,HomeType,HomeSize,ClothingFrequency,SustainableBrands,EnvironmentalAwareness,CommunityInvolvement,MonthlyElectricityConsumption,MonthlyWaterConsumption,Gender,UsingPlasticProducts,DisposalMethods,PhysicalActivities,Rating
191,44,Suburban,Balanced,Often,Public Transit,Renewable,Apartment,1085,Sometimes,True,4,Moderate,245,3100,Male,Sometimes,Recycling,Moderate,4
192,59,Rural,Mostly Plant-Based,Sometimes,Bike,Mixed,House,1895,Often,True,3,Low,335,3950,Female,Rarely,Combination,Low,3
193,32,Urban,Mostly Animal-Based,Rarely,Car,Non-Renewable,Other,675,Always,False,2,None,410,4650,Male,Often,Landfill,None,1
194,49,Suburban,Mostly Plant-Based,Often,Walk,Renewable,House,1465,Rarely,True,4,High,155,2050,Female,Never,Composting,High,5
195,36,Urban,Balanced,Sometimes,Public Transit,Mixed,Apartment,980,Often,True,3,Low,285,3350,Male,Sometimes,Recycling,Moderate,3
196,61,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,2305,Always,False,1,None,475,5250,Non-Binary,Often,Landfill,None,1
197,28,Urban,Mostly Plant-Based,Always,Bike,Renewable,Other,640,Rarely,True,5,High,100,1450,Female,Never,Composting,High,5
198,45,Suburban,Balanced,Often,Public Transit,Renewable,House,1690,Sometimes,True,4,Moderate,220,2900,Female,Sometimes,Recycling,Moderate,4
199,58,Rural,Mostly Plant-Based,Sometimes,Walk,Mixed,House,1970,Often,True,3,Low,350,4000,Male,Rarely,Combination,Low,3
200,31,Urban,Mostly Animal-Based,Rarely,Car,Non-Renewable,Apartment,1150,Always,False,2,None,395,4450,Male,Often,Landfill,None,1
201,35,Urban,Mostly Plant-Based,Often,Bike,Renewable,Apartment,800,Rarely,True,5,High,100,1500,Female,Rarely,Composting,High,5
202,28,Suburban,Balanced,Sometimes,Public Transit,Mixed,House,1500,Sometimes,True,4,Moderate,250,3000,Male,Sometimes,Recycling,Moderate,4
203,65,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,2500,Often,False,2,Low,400,4500,Male,Often,Landfill,Low,1
204,42,Urban,Mostly Plant-Based,Often,Walk,Renewable,Apartment,950,Sometimes,True,4,Moderate,150,2000,Female,Rarely,Recycling,High,5
205,31,Suburban,Balanced,Sometimes,Public Transit,Mixed,House,1800,Often,True,3,Low,300,3500,Non-Binary,Sometimes,Combination,Moderate,3
206,58,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,2200,Always,False,1,None,450,5000,Male,Often,Landfill,None,1
207,25,Urban,Mostly Plant-Based,Always,Bike,Renewable,Other,600,Rarely,True,5,High,80,1200,Female,Never,Composting,High,5
208,39,Suburban,Balanced,Often,Public Transit,Renewable,House,1600,Sometimes,True,4,Moderate,200,2800,Female,Sometimes,Recycling,Moderate,4
209,52,Rural,Mostly Plant-Based,Sometimes,Walk,Mixed,House,2000,Often,True,3,Low,350,4000,Male,Rarely,Combination,Low,3
210,29,Urban,Mostly Animal-Based,Rarely,Car,Non-Renewable,Apartment,1100,Always,False,2,None,380,4200,Non-Binary,Often,Landfill,None,1
211,48,Suburban,Mostly Plant-Based,Often,Bike,Renewable,House,1400,Sometimes,True,5,High,120,1800,Male,Rarely,Composting,High,5
212,36,Urban,Balanced,Sometimes,Public Transit,Mixed,Apartment,900,Often,False,3,Low,280,3200,Female,Sometimes,Recycling,Moderate,3
213,61,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,Other,750,Always,False,1,None,420,4800,Male,Often,Landfill,None,1
214,27,Urban,Mostly Plant-Based,Always,Walk,Renewable,House,1300,Rarely,True,4,Moderate,160,2200,Female,Never,Composting,High,5
215,44,Suburban,Balanced,Often,Public Transit,Renewable,Apartment,1050,Sometimes,True,4,Moderate,220,3000,Prefer not to say,Sometimes,Recycling,Moderate,4
216,59,Rural,Mostly Plant-Based,Sometimes,Bike,Mixed,House,1900,Often,True,3,Low,320,3800,Female,Rarely,Combination,Low,3
217,32,Urban,Mostly Animal-Based,Rarely,Car,Non-Renewable,Other,650,Always,False,2,None,400,4600,Male,Often,Landfill,None,1
218,50,Suburban,Mostly Plant-Based,Often,Walk,Renewable,House,1550,Rarely,True,5,High,130,1900,Female,Never,Composting,High,5
219,24,Urban,Balanced,Sometimes,Public Transit,Mixed,Apartment,850,Often,True,3,Moderate,260,3100,Male,Sometimes,Recycling,Moderate,3
220,63,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,2400,Always,False,1,None,480,5200,Non-Binary,Often,Landfill,None,1
221,57,Urban,Balanced,Rarely,Car,Mixed,House,2742,Always,False,2,Low,131,571,Non-Binary,Rarely,Landfill,High,2
222,27,Urban,Mostly Animal-Based,Often,Car,Renewable,Apartment,1355,Always,False,3,Moderate,270,2727,Female,Rarely,Composting,Moderate,5
223,68,Suburban,Mostly Plant-Based,Rarely,Car,Renewable,House,2240,Always,False,3,Low,153,3465,Prefer not to say,Often,Composting,None,2
224,61,Rural,Mostly Plant-Based,Sometimes,Walk,Renewable,Apartment,1453,Rarely,False,4,None,71,3414,Prefer not to say,Sometimes,Combination,Moderate,5
225,37,Rural,Mostly Animal-Based,Rarely,Public Transit,Renewable,Apartment,440,Rarely,True,3,None,188,4364,Prefer not to say,Often,Composting,Moderate,4
226,48,Urban,Mostly Animal-Based,Always,Walk,Non-Renewable,Apartment,2567,Often,True,1,None,422,4270,Prefer not to say,Rarely,Landfill,Low,1
227,49,Rural,Mostly Animal-Based,Often,Bike,Non-Renewable,Other,2402,Always,False,4,None,414,3608,Male,Sometimes,Recycling,High,3
228,20,Rural,Mostly Plant-Based,Always,Walk,Renewable,Other,2095,Sometimes,True,2,Low,123,1099,Non-Binary,Sometimes,Combination,Low,5
229,40,Rural,Balanced,Often,Bike,Non-Renewable,Apartment,713,Sometimes,True,3,None,469,1070,Prefer not to say,Rarely,Combination,None,4
230,66,Suburban,Mostly Animal-Based,Rarely,Public Transit,Mixed,Other,1233,Rarely,True,1,Moderate,80,2824,Non-Binary,Often,Composting,Moderate,4
231,51,Rural,Balanced,Often,Public Transit,Renewable,Apartment,1995,Always,True,2,High,409,4638,Male,Often,Combination,None,2
232,61,Urban,Mostly Animal-Based,Rarely,Car,Renewable,Apartment,2914,Often,False,3,None,220,4483,Prefer not to say,Rarely,Composting,Low,1
233,51,Rural,Balanced,Often,Walk,Renewable,Other,613,Often,True,2,High,351,3897,Female,Rarely,Landfill,Low,5
234,60,Urban,Mostly Plant-Based,Often,Car,Mixed,Other,517,Rarely,False,2,None,244,2455,Male,Never,Combination,None,2
235,19,Rural,Balanced,Always,Public Transit,Mixed,Apartment,897,Rarely,False,5,Low,318,4078,Prefer not to say,Sometimes,Combination,None,3
236,56,Urban,Mostly Animal-Based,Always,Bike,Mixed,Other,1129,Sometimes,True,4,None,431,3570,Male,Rarely,Combination,None,4
237,50,Suburban,Balanced,Sometimes,Bike,Mixed,Other,2747,Often,True,2,Low,201,3548,Female,Often,Recycling,Low,4
238,37,Urban,Mostly Plant-Based,Sometimes,Walk,Non-Renewable,Apartment,1657,Always,True,3,Low,466,3373,Prefer not to say,Sometimes,Composting,Low,5
239,59,Urban,Balanced,Rarely,Walk,Mixed,Other,2857,Often,True,2,Low,168,4203,Male,Never,Recycling,None,5
240,56,Rural,Balanced,Often,Public Transit,Mixed,House,2219,Always,True,2,Moderate,205,1622,Male,Never,Recycling,High,5
241,30,Urban,Balanced,Rarely,Walk,Mixed,Other,2603,Always,True,1,Moderate,492,3681,Female,Sometimes,Composting,High,5
242,24,Rural,Balanced,Rarely,Bike,Non-Renewable,House,1547,Sometimes,False,5,High,178,4870,Non-Binary,Never,Composting,Low,5
243,56,Rural,Balanced,Rarely,Bike,Mixed,Other,704,Often,False,3,Low,138,565,Female,Sometimes,Combination,None,3
244,24,Urban,Balanced,Sometimes,Car,Renewable,House,651,Rarely,False,2,None,430,1176,Male,Never,Composting,None,1
245,43,Rural,Mostly Plant-Based,Sometimes,Car,Non-Renewable,Other,421,Sometimes,False,1,Moderate,372,1641,Female,Rarely,Composting,Moderate,5
246,56,Suburban,Mostly Animal-Based,Sometimes,Walk,Non-Renewable,Apartment,1594,Sometimes,False,2,High,469,4546,Non-Binary,Often,Recycling,Low,1
247,18,Urban,Mostly Animal-Based,Always,Bike,Mixed,Apartment,607,Rarely,False,2,Low,395,617,Non-Binary,Often,Recycling,Low,3
248,43,Suburban,Mostly Animal-Based,Often,Public Transit,Renewable,House,1860,Often,True,3,Low,379,3305,Non-Binary,Never,Landfill,High,5
249,31,Suburban,Mostly Plant-Based,Sometimes,Public Transit,Renewable,House,2997,Sometimes,False,2,High,413,4120,Non-Binary,Never,Composting,High,5
250,73,Rural,Mostly Plant-Based,Sometimes,Bike,Renewable,Apartment,2505,Often,True,4,Moderate,292,757,Non-Binary,Often,Recycling,High,5
251,68,Rural,Mostly Plant-Based,Often,Walk,Renewable,House,1987,Rarely,True,4,High,159,2059,Prefer not to say,Rarely,Composting,High,5
252,21,Urban,Mostly Plant-Based,Sometimes,Bike,Renewable,House,2819,Often,True,3,Low,260,4895,Female,Often,Recycling,Moderate,2
253,69,Suburban,Mostly Animal-Based,Rarely,Bike,Mixed,Other,2433,Sometimes,False,2,Moderate,479,4055,Male,Rarely,Recycling,High,2
254,30,Rural,Mostly Animal-Based,Sometimes,Public Transit,Non-Renewable,House,2850,Often,False,1,High,486,1055,Non-Binary,Often,Recycling,None,1
255,44,Suburban,Mostly Plant-Based,Often,Public Transit,Mixed,House,1850,Often,True,2,Moderate,231,1899,Male,Never,Combination,Moderate,4
256,50,Urban,Mostly Animal-Based,Rarely,Public Transit,Mixed,Other,1522,Sometimes,True,2,Low,335,3749,Male,Often,Landfill,None,2
257,58,Rural,Balanced,Often,Bike,Renewable,Apartment,1040,Rarely,True,3,Moderate,262,4322,Female,Sometimes,Composting,None,3
258,31,Suburban,Balanced,Sometimes,Public Transit,Non-Renewable,House,1682,Often,True,1,Moderate,414,1745,Male,Rarely,Recycling,Low,2
259,63,Urban,Mostly Plant-Based,Often,Public Transit,Mixed,House,1577,Sometimes,True,2,Moderate,288,1987,Male,Often,Recycling,Moderate,3
260,47,Rural,Mostly Plant-Based,Often,Bike,Non-Renewable,House,1859,Rarely,False,5,Low,170,2966,Male,Rarely,Combination,Low,3
261,75,Suburban,Mostly Plant-Based,Rarely,Car,Non-Renewable,Apartment,2766,Often,True,3,High,188,4923,Female,Rarely,Landfill,Low,2
262,39,Rural,Balanced,Always,Car,Non-Renewable,Other,1544,Sometimes,False,2,Moderate,470,2771,Prefer not to say,Rarely,Combination,High,2
263,42,Urban,Mostly Plant-Based,Rarely,Walk,Renewable,Apartment,2439,Always,True,2,High,380,1524,Non-Binary,Often,Landfill,High,4
264,44,Suburban,Mostly Plant-Based,Always,Bike,Renewable,Apartment,2042,Sometimes,False,3,High,484,4232,Female,Often,Composting,Low,4
265,22,Urban,Mostly Animal-Based,Sometimes,Car,Renewable,Other,583,Sometimes,False,2,Low,394,3390,Male,Often,Recycling,High,2
266,24,Rural,Mostly Plant-Based,Often,Walk,Non-Renewable,Apartment,2618,Rarely,True,2,High,479,3944,Female,Often,Recycling,High,3
267,71,Suburban,Mostly Animal-Based,Rarely,Car,Renewable,Other,599,Sometimes,False,4,High,374,1429,Female,Never,Composting,Low,2
268,64,Urban,Mostly Plant-Based,Often,Bike,Mixed,House,590,Often,True,5,Moderate,78,4035,Non-Binary,Often,Landfill,Low,4
269,67,Rural,Mostly Animal-Based,Sometimes,Car,Mixed,House,1344,Rarely,False,4,Moderate,118,2120,Female,Never,Landfill,High,2
270,43,Urban,Balanced,Often,Walk,Non-Renewable,Apartment,1459,Rarely,False,1,None,387,873,Male,Rarely,Landfill,Low,2
271,24,Rural,Balanced,Often,Public Transit,Mixed,House,1472,Often,True,2,Low,376,1440,Female,Never,Composting,None,3
272,45,Suburban,Mostly Animal-Based,Sometimes,Walk,Renewable,House,808,Sometimes,True,5,High,198,4080,Male,Rarely,Recycling,High,4
273,63,Urban,Mostly Animal-Based,Always,Public Transit,Mixed,House,2815,Often,False,1,High,487,4424,Female,Never,Composting,Low,2
274,49,Rural,Balanced,Always,Car,Renewable,House,2000,Often,True,2,High,201,3864,Female,Often,Landfill,Low,2
275,58,Suburban,Balanced,Rarely,Car,Non-Renewable,Apartment,1327,Sometimes,True,5,High,379,3216,Female,Rarely,Composting,High,3
276,48,Urban,Mostly Plant-Based,Often,Car,Renewable,Apartment,2445,Often,True,5,Low,178,1936,Non-Binary,Often,Combination,Moderate,4
277,27,Urban,Mostly Plant-Based,Always,Car,Renewable,House,753,Often,True,2,High,303,1808,Prefer not to say,Sometimes,Recycling,None,3
278,74,Suburban,Mostly Plant-Based,Often,Public Transit,Non-Renewable,Apartment,837,Sometimes,False,2,Low,448,2078,Prefer not to say,Sometimes,Composting,High,3
279,35,Urban,Mostly Plant-Based,Rarely,Walk,Non-Renewable,Other,2859,Always,True,5,High,256,4012,Prefer not to say,Often,Combination,Moderate,4
280,36,Rural,Balanced,Often,Bike,Non-Renewable,House,1699,Often,False,1,Moderate,207,1985,Female,Sometimes,Combination,High,3
281,73,Urban,Mostly Animal-Based,Sometimes,Walk,Renewable,Apartment,1771,Always,False,1,High,358,1923,Female,Rarely,Recycling,Moderate,2
282,50,Rural,Mostly Plant-Based,Often,Public Transit,Renewable,House,1809,Sometimes,False,4,High,461,3417,Female,Rarely,Landfill,High,4
283,56,Suburban,Balanced,Rarely,Car,Non-Renewable,Other,1435,Often,False,2,Moderate,298,2206,Male,Rarely,Composting,Moderate,2
284,49,Suburban,Mostly Animal-Based,Often,Bike,Renewable,House,2819,Always,True,5,Moderate,458,3492,Prefer not to say,Never,Composting,High,4
285,71,Rural,Balanced,Often,Car,Renewable,Other,2405,Rarely,True,1,High,319,4425,Female,Rarely,Combination,Moderate,5
286,59,Urban,Balanced,Rarely,Bike,Mixed,Apartment,661,Rarely,False,5,Low,490,3560,Female,Often,Recycling,Moderate,3
287,45,Rural,Mostly Animal-Based,Often,Public Transit,Mixed,Apartment,2602,Rarely,False,4,None,291,979,Non-Binary,Never,Recycling,None,4
288,37,Urban,Mostly Animal-Based,Always,Bike,Renewable,Apartment,483,Often,False,4,Moderate,262,3256,Male,Rarely,Recycling,Low,5
289,66,Urban,Balanced,Always,Public Transit,Renewable,Other,850,Always,True,5,Low,289,3544,Female,Never,Composting,None,5
290,28,Urban,Balanced,Sometimes,Public Transit,Renewable,Other,1351,Rarely,True,4,Low,58,3747,Male,Never,Composting,None,5
291,66,Urban,Mostly Animal-Based,Rarely,Walk,Mixed,Apartment,2052,Often,False,1,High,344,2159,Non-Binary,Never,Composting,None,3
292,44,Suburban,Mostly Plant-Based,Sometimes,Car,Mixed,House,2382,Rarely,True,5,Low,352,2558,Prefer not to say,Sometimes,Recycling,None,5
293,28,Rural,Mostly Plant-Based,Sometimes,Bike,Mixed,Other,1978,Rarely,True,5,Low,69,3579,Female,Sometimes,Landfill,Moderate,5
294,57,Rural,Mostly Plant-Based,Rarely,Bike,Non-Renewable,Other,560,Often,True,5,Low,105,946,Female,Never,Combination,None,5
295,38,Urban,Balanced,Often,Walk,Mixed,Apartment,486,Often,True,5,None,79,2228,Male,Sometimes,Composting,None,5
296,64,Suburban,Balanced,Always,Walk,Mixed,House,2038,Always,False,1,Low,436,4306,Prefer not to say,Sometimes,Combination,Moderate,3
297,54,Rural,Mostly Animal-Based,Always,Car,Renewable,House,2988,Often,False,3,Moderate,414,689,Female,Never,Landfill,Low,3
298,57,Suburban,Mostly Animal-Based,Often,Walk,Non-Renewable,Other,1305,Often,False,3,None,244,3847,Non-Binary,Often,Landfill,Low,1
299,57,Urban,Mostly Animal-Based,Sometimes,Public Transit,Mixed,Other,2064,Often,False,1,None,200,2419,Male,Sometimes,Combination,Low,1
300,61,Urban,Mostly Plant-Based,Sometimes,Car,Mixed,Apartment,1993,Sometimes,True,1,None,455,3588,Female,Rarely,Composting,Low,3
301,67,Rural,Mostly Plant-Based,Rarely,Public Transit,Non-Renewable,Apartment,2606,Sometimes,True,1,None,335,4748,Female,Sometimes,Landfill,Low,1
302,40,Suburban,Balanced,Sometimes,Car,Non-Renewable,House,1630,Rarely,False,5,High,67,1079,Female,Never,Recycling,High,5
303,22,Urban,Mostly Plant-Based,Always,Car,Non-Renewable,Other,2711,Rarely,False,4,Moderate,364,1908,Prefer not to say,Rarely,Combination,Moderate,5
304,33,Suburban,Mostly Plant-Based,Always,Bike,Non-Renewable,House,2094,Often,True,5,Moderate,59,3680,Non-Binary,Never,Composting,Low,5
305,55,Suburban,Balanced,Often,Walk,Non-Renewable,Apartment,1758,Always,True,5,High,142,1556,Female,Often,Combination,None,5
306,37,Urban,Balanced,Often,Car,Non-Renewable,House,545,Sometimes,False,5,Low,373,4028,Prefer not to say,Often,Composting,High,3
307,73,Rural,Balanced,Often,Walk,Renewable,House,682,Always,True,2,Moderate,183,3360,Prefer not to say,Often,Landfill,Moderate,5
308,31,Rural,Balanced,Sometimes,Car,Non-Renewable,Other,2160,Rarely,False,2,Moderate,486,1168,Prefer not to say,Never,Composting,Low,2
309,41,Urban,Mostly Animal-Based,Often,Public Transit,Renewable,Apartment,464,Rarely,True,4,Low,159,4592,Prefer not to say,Rarely,Landfill,High,5
310,63,Rural,Mostly Plant-Based,Always,Public Transit,Non-Renewable,Other,2204,Always,True,5,Moderate,436,2190,Prefer not to say,Rarely,Recycling,High,5
311,48,Urban,Balanced,Always,Bike,Mixed,Apartment,920,Rarely,True,5,Moderate,142,3390,Female,Never,Composting,High,5
312,52,Suburban,Mostly Plant-Based,Always,Bike,Renewable,Apartment,1968,Sometimes,False,2,None,260,792,Female,Rarely,Composting,Moderate,5
313,48,Rural,Mostly Plant-Based,Sometimes,Bike,Renewable,Other,773,Always,False,5,Moderate,185,4686,Female,Sometimes,Landfill,Moderate,5
314,39,Urban,Balanced,Often,Car,Mixed,House,1453,Sometimes,False,4,None,362,2145,Prefer not to say,Sometimes,Composting,Low,4
315,72,Urban,Mostly Animal-Based,Always,Car,Non-Renewable,Apartment,2552,Always,False,4,High,147,1813,Non-Binary,Often,Composting,Low,4
316,48,Urban,Mostly Plant-Based,Sometimes,Car,Mixed,Other,2650,Often,False,3,Moderate,396,1566,Non-Binary,Sometimes,Recycling,Low,5
317,75,Suburban,Balanced,Always,Bike,Mixed,House,2273,Sometimes,True,3,High,216,1890,Male,Rarely,Combination,None,5
318,38,Urban,Mostly Animal-Based,Sometimes,Walk,Renewable,Other,1909,Rarely,True,4,Low,254,3212,Prefer not to say,Never,Composting,Moderate,5
319,63,Suburban,Mostly Animal-Based,Rarely,Car,Renewable,Apartment,1089,Sometimes,True,3,High,383,3338,Prefer not to say,Sometimes,Recycling,Moderate,5
320,28,Suburban,Mostly Animal-Based,Always,Public Transit,Renewable,Other,2589,Rarely,True,5,Low,184,3334,Prefer not to say,Sometimes,Combination,Moderate,5
321,20,Suburban,Mostly Plant-Based,Sometimes,Walk,Non-Renewable,House,650,Rarely,False,4,High,211,536,Female,Rarely,Landfill,None,5
322,25,Urban,Mostly Animal-Based,Always,Bike,Mixed,Other,1373,Rarely,True,5,High,201,1941,Male,Never,Composting,None,5
323,40,Suburban,Mostly Plant-Based,Rarely,Public Transit,Renewable,House,467,Sometimes,False,3,Low,176,4654,Non-Binary,Often,Recycling,High,4
324,96,Urban,Balanced,Rarely,Bike,Non-Renewable,Other,2250,Sometimes,False,2,Low,218,2062,Male,Rarely,Combination,High,3
325,40,Rural,Mostly Plant-Based,Often,Bike,Mixed,Other,2312,Sometimes,False,3,Low,382,2308,Female,Sometimes,Combination,High,5
326,73,Urban,Balanced,Often,Car,Mixed,Apartment,2664,Sometimes,False,5,Low,498,4834,Male,Often,Landfill,Moderate,1
327,46,Rural,Mostly Animal-Based,Always,Walk,Non-Renewable,House,416,Often,True,4,Low,164,1593,Prefer not to say,Sometimes,Recycling,High,5
328,80,Suburban,Mostly Plant-Based,Rarely,Bike,Mixed,House,1676,Sometimes,False,1,High,111,4509,Male,Often,Landfill,None,1
329,60,Urban,Mostly Plant-Based,Sometimes,Bike,Renewable,House,2941,Rarely,True,4,Moderate,111,3697,Non-Binary,Often,Recycling,Moderate,5
330,25,Rural,Mostly Plant-Based,Rarely,Public Transit,Mixed,Apartment,2433,Rarely,False,1,High,324,879,Prefer not to say,Rarely,Combination,Low,4
331,49,Urban,Balanced,Always,Car,Non-Renewable,House,1344,Rarely,True,3,None,425,3530,Prefer not to say,Rarely,Composting,Low,1
332,32,Urban,Mostly Plant-Based,Often,Public Transit,Mixed,Apartment,2274,Often,False,1,Moderate,368,2473,Male,Rarely,Landfill,None,5
333,38,Rural,Mostly Plant-Based,Rarely,Walk,Non-Renewable,Apartment,2869,Rarely,True,3,Moderate,111,2952,Female,Rarely,Composting,Low,4
334,27,Suburban,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,1052,Always,False,2,High,324,2701,Non-Binary,Often,Landfill,None,1
335,62,Suburban,Mostly Animal-Based,Sometimes,Car,Renewable,Apartment,2941,Rarely,False,5,Moderate,478,3687,Non-Binary,Often,Landfill,Low,1
336,66,Urban,Mostly Plant-Based,Often,Walk,Renewable,House,1344,Sometimes,False,1,Moderate,358,2792,Prefer not to say,Rarely,Landfill,High,4
337,39,Rural,Balanced,Sometimes,Bike,Mixed,Other,2809,Sometimes,False,1,High,416,3779,Prefer not to say,Often,Composting,Low,3
338,34,Suburban,Mostly Plant-Based,Rarely,Bike,Mixed,Other,407,Sometimes,False,5,High,303,767,Prefer not to say,Sometimes,Recycling,Low,5
339,19,Suburban,Mostly Animal-Based,Sometimes,Public Transit,Non-Renewable,House,1540,Always,False,1,High,473,3218,Prefer not to say,Rarely,Landfill,High,1
340,62,Urban,Mostly Animal-Based,Always,Public Transit,Non-Renewable,Apartment,1761,Sometimes,False,4,Moderate,469,4979,Non-Binary,Never,Recycling,High,4
341,32,Rural,Mostly Animal-Based,Often,Walk,Mixed,Apartment,1183,Always,True,4,High,365,1047,Non-Binary,Often,Combination,None,5
342,27,Rural,Mostly Animal-Based,Sometimes,Bike,Non-Renewable,House,920,Often,False,4,Low,125,3395,Male,Never,Composting,Moderate,5
343,49,Suburban,Mostly Animal-Based,Sometimes,Bike,Mixed,Other,721,Sometimes,True,3,Low,267,3457,Female,Never,Composting,Low,5
344,25,Rural,Mostly Plant-Based,Often,Bike,Non-Renewable,Other,1288,Sometimes,True,5,Moderate,150,545,Female,Rarely,Combination,None,5
345,21,Suburban,Balanced,Rarely,Car,Mixed,Other,2429,Always,True,4,Moderate,351,1947,Prefer not to say,Rarely,Composting,None,5
346,60,Urban,Mostly Plant-Based,Often,Bike,Renewable,House,2526,Sometimes,True,1,None,146,3794,Non-Binary,Sometimes,Composting,High,5
347,26,Urban,Balanced,Rarely,Public Transit,Renewable,Apartment,1077,Rarely,False,3,Moderate,252,3414,Prefer not to say,Sometimes,Recycling,None,3
348,27,Suburban,Mostly Animal-Based,Always,Bike,Mixed,Apartment,1458,Always,False,5,Low,439,3812,Non-Binary,Rarely,Recycling,None,4
349,33,Suburban,Mostly Plant-Based,Sometimes,Bike,Mixed,House,1792,Often,False,3,None,266,3186,Non-Binary,Often,Composting,Low,3
350,74,Urban,Balanced,Sometimes,Car,Non-Renewable,House,1083,Rarely,True,1,High,417,1438,Female,Rarely,Recycling,None,3
351,70,Suburban,Mostly Plant-Based,Rarely,Walk,Non-Renewable,House,2118,Rarely,False,4,Moderate,182,3560,Female,Never,Landfill,Moderate,5
352,52,Rural,Mostly Plant-Based,Often,Bike,Non-Renewable,House,2645,Always,True,1,None,148,3920,Male,Never,Combination,Moderate,5
353,44,Rural,Mostly Plant-Based,Sometimes,Walk,Non-Renewable,Other,2956,Often,False,5,None,261,4174,Male,Sometimes,Recycling,High,5
354,70,Suburban,Mostly Plant-Based,Sometimes,Walk,Mixed,Other,2020,Always,True,1,Moderate,442,3382,Prefer not to say,Never,Recycling,Low,5
355,70,Rural,Mostly Animal-Based,Often,Car,Renewable,House,1228,Often,True,1,Moderate,151,1017,Prefer not to say,Rarely,Recycling,Moderate,5
356,22,Urban,Balanced,Often,Walk,Non-Renewable,Apartment,1411,Always,True,2,Low,488,3429,Non-Binary,Never,Composting,None,4
357,24,Rural,Balanced,Always,Car,Mixed,Other,1576,Always,False,1,High,126,2595,Prefer not to say,Sometimes,Composting,None,3
358,45,Suburban,Mostly Plant-Based,Often,Bike,Renewable,House,777,Often,False,1,High,273,3015,Male,Sometimes,Landfill,High,5
359,33,Urban,Mostly Plant-Based,Rarely,Walk,Non-Renewable,Other,751,Often,True,2,None,375,554,Prefer not to say,Often,Composting,High,4
360,63,Urban,Balanced,Rarely,Bike,Non-Renewable,House,606,Often,False,3,Low,313,3455,Non-Binary,Sometimes,Combination,None,1
361,63,Suburban,Mostly Plant-Based,Often,Car,Renewable,Apartment,813,Always,True,3,Moderate,136,1128,Female,Never,Landfill,Moderate,5
362,35,Suburban,Mostly Animal-Based,Always,Public Transit,Mixed,House,879,Rarely,False,2,Moderate,423,4216,Prefer not to say,Never,Landfill,Low,1
363,18,Suburban,Mostly Animal-Based,Often,Walk,Renewable,House,2350,Often,True,4,Low,142,3465,Male,Rarely,Recycling,High,5
364,45,Urban,Mostly Plant-Based,Often,Bike,Renewable,House,1345,Rarely,True,4,High,123,1234,Female,Rarely,Composting,High,5
365,32,Suburban,Balanced,Sometimes,Public Transit,Mixed,Apartment,987,Sometimes,True,3,Moderate,250,3000,Male,Sometimes,Recycling,Moderate,4
366,65,Rural,Mostly Animal-Based,Rarely,Car,Non-Renewable,House,1876,Often,False,1,Low,400,4500,Male,Often,Landfill,Low,1
367,28,Suburban,Balanced,Often,Bike,Renewable,Apartment,854,Sometimes,False,3,Moderate,280,3200,Non-Binary,Sometimes,Recycling,Moderate,3
368,62,Rural,Mostly Plant-Based,Always,Walk,Renewable,House,1234,Rarely,True,4,High,150,2000,Female,Rarely,Recycling,High,4
369,58,Urban,Balanced,Often,Car,Mixed,House,1450,Rarely,True,1,Moderate,69,2334,Female,Often,Landfill,High,5
370,19,Rural,Mostly Plant-Based,Rarely,Bike,Mixed,Other,1444,Sometimes,True,4,None,81,3125,Non-Binary,Sometimes,Combination,Low,5
371,40,Urban,Balanced,Often,Walk,Mixed,Other,1401,Sometimes,True,4,Moderate,441,4219,Prefer not to say,Never,Composting,High,5
372,23,Urban,Balanced,Often,Car,Non-Renewable,Other,1652,Rarely,True,4,None,171,1485,Non-Binary,Rarely,Composting,Low,5
373,38,Rural,Balanced,Always,Car,Mixed,House,1058,Rarely,False,3,High,89,3638,Female,Often,Landfill,Moderate,3
374,36,Rural,Balanced,Always,Car,Renewable,Apartment,2556,Always,True,2,Moderate,145,3898,Prefer not to say,Rarely,Combination,Moderate,5
375,71,Urban,Balanced,Rarely,Public Transit,Non-Renewable,House,1433,Sometimes,True,4,None,128,3641,Prefer not to say,Sometimes,Landfill,High,3
376,21,Rural,Balanced,Sometimes,Public Transit,Renewable,House,462,Always,False,5,None,324,3814,Prefer not to say,Rarely,Combination,Low,4
377,64,Suburban,Mostly Animal-Based,Always,Public Transit,Renewable,Apartment,2375,Sometimes,False,2,None,317,931,Female,Rarely,Recycling,High,5
378,27,Rural,Mostly Animal-Based,Rarely,Public Transit,Mixed,House,934,Always,True,5,Moderate,262,1159,Male,Often,Recycling,None,4
379,67,Suburban,Mostly Plant-Based,Sometimes,Public Transit,Renewable,House,2424,Rarely,False,4,None,360,2838,Prefer not to say,Often,Composting,Low,4
380,59,Suburban,Balanced,Always,Bike,Mixed,House,830,Rarely,False,2,Low,475,4722,Female,Rarely,Recycling,Low,3
